eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
0.5,0.0,0.10371474326586268,0.045454545454545456,0.019694048495464713,2.132172124366283,0.5454545454545454,0.8351728798898544,0.5624530985858697
0.5,1.0,0.09270776050988488,0.045454545454545456,0.010447885416803531,2.388986651537863,0.5454545454545454,0.8246510232979364,0.5401662253409096
0.5,2.0,0.09835422181138419,0.09090909090909091,0.031079888313687812,2.134908908262163,0.5454545454545454,0.8822928614171894,0.6253423292785267
0.5,3.0,0.09800373984506547,0.0,0.0375297157325397,2.2782216271479165,0.5454545454545454,0.8882852214027268,0.6107502837152952
0.5,4.0,0.11782361776294856,0.13636363636363635,0.014129463612614346,2.33476181604797,0.5454545454545454,0.7426609998136886,0.48854810715643066
0.5,5.0,0.1230617823935277,0.0,0.007530358482670845,2.202685601729124,0.5454545454545454,0.841569606502626,0.5878931354931484
0.5,6.0,0.10977193276433243,0.045454545454545456,0.03829731312460582,2.1764866682772905,0.5454545454545454,0.8752234527379407,0.6161956001327187
0.5,7.0,0.09849447202605742,0.09090909090909091,0.016715254598894103,2.3354024875732837,0.5454545454545454,0.8902338048539381,0.6381379865203533
0.5,8.0,0.10696053317926851,0.18181818181818182,0.024601023266399832,2.2294298504191925,0.5454545454545454,0.8993574116215162,0.6551551920839749
0.5,9.0,0.10313688724724479,0.3181818181818182,0.017518146435573936,2.1556856023713706,0.5454545454545454,0.82103590401618,0.5771746823776566
1.0,0.0,0.20122427069594703,0.7272727272727273,0.005800661652859986,1.6447163486165355,0.3636363636363636,0.07274731270477752,0.31592622538038695
1.0,1.0,0.15129470372687132,0.7727272727272727,0.0019440576741541658,1.436212811422993,0.5454545454545454,0.21366582183230956,0.26870539575375985
1.0,2.0,0.2082721823759742,0.6363636363636364,0.0119218055805159,1.6745046087528208,0.4545454545454545,0.07800421654635446,0.3103353760125045
1.0,3.0,0.20927196096844716,0.8181818181818182,0.004541595133518884,1.2763568572301827,0.3636363636363636,0.07948336202075536,0.40816307454018724
1.0,4.0,0.18280466734508202,0.7272727272727273,0.00494687899056238,1.6278063149551785,0.4545454545454545,0.05639077014365116,0.2663832415273137
1.0,5.0,0.18326111844930892,0.7727272727272727,0.0016798143222308264,1.426799169240013,0.3636363636363636,0.2195611437643332,0.46066654537555396
1.0,6.0,0.20989529409443042,0.9090909090909091,0.0030333495393580615,1.733806047323057,0.4545454545454545,0.12085605483221451,0.37406549980238735
1.0,7.0,0.20921784781298114,0.8181818181818182,0.0013529077034720978,1.507863814627438,0.4545454545454545,0.00908037520115365,0.31990142851763265
1.0,8.0,0.1958221427127399,0.6818181818181818,0.004482489271687908,1.5118001401745809,0.4545454545454545,0.013962241965683728,0.2495809800398687
1.0,9.0,0.18339672871814738,0.7727272727272727,0.003025498971104073,1.4950160722925312,0.5454545454545454,0.07771094468737257,0.15099259139025478
1.5,0.0,0.2449701948864065,0.9545454545454546,0.0022079894995750537,1.1559919891962658,0.5454545454545454,0.11721427878257364,0.1479289840585417
1.5,1.0,0.196994096754413,0.9090909090909091,0.003180643450743512,1.741716087976759,0.4545454545454545,0.06619540472817159,0.26870653867792144
1.5,2.0,0.2054135779956955,0.8636363636363636,0.0022231084894250327,1.246030979276636,0.3636363636363636,0.03534084204525311,0.32126565409118785
1.5,3.0,0.2337457997132148,0.8636363636363636,0.0018465969611395937,1.133234832672354,0.3636363636363636,0.12410567856484446,0.14071966601038832
1.5,4.0,0.2525362431960729,0.7727272727272727,0.0016958792046003397,1.3187904239604473,0.4545454545454545,0.14563582731319288,0.17107750344255246
1.5,5.0,0.26351725889452104,0.9090909090909091,0.002819275737166114,1.2216587550607283,0.4545454545454545,0.1560409909363849,0.4417194687813166
1.5,6.0,0.2430262774744278,0.7272727272727273,0.001704561550845938,1.4926396849787484,0.2727272727272727,0.04777038626799725,0.2419220726079477
1.5,7.0,0.25830061435087515,0.8181818181818182,0.001512270134287738,1.0353964479196955,0.4545454545454545,0.1774646059190062,0.13203179112773358
1.5,8.0,0.22101584115264966,0.7727272727272727,0.001169115976952885,1.1724590489680828,0.4545454545454545,0.012259002217705076,0.19363194104601858
1.5,9.0,0.19481754490620554,0.8636363636363636,0.004241006935143647,1.0540441213415626,0.4545454545454545,0.02942977837793301,0.18066071702591172
2.0,0.0,0.2504667750152823,0.9090909090909091,0.002499915939156561,1.0244006189463974,0.4545454545454545,0.014403652176541524,0.24458839324590928
2.0,1.0,0.2676204218826005,0.8181818181818182,0.001780623437674834,1.2665829734047782,0.4545454545454545,0.15512279749730415,0.1407734568242068
2.0,2.0,0.29412276050915875,0.9090909090909091,0.0017213099329532952,1.1552490197712557,0.2727272727272727,0.15277784114185672,0.11023747243109051
2.0,3.0,0.21369230522693006,0.7272727272727273,0.004743853214801405,1.225279801835224,0.2727272727272727,0.12713506298242752,0.38493128462903
2.0,4.0,0.1982026806252104,0.7727272727272727,0.00482284405341491,1.2729992872335345,0.4545454545454545,0.09500941380701786,0.22512938741570573
2.0,5.0,0.25114681798113764,0.9090909090909091,0.0034172747259157473,1.5253869216897424,0.5454545454545454,0.030291098008179647,0.2209078512013785
2.0,6.0,0.2024829726989681,0.9090909090909091,0.001348468840800817,1.2453193517363297,0.4545454545454545,0.11065501336461282,0.21082657442488556
2.0,7.0,0.21098943736473827,0.7727272727272727,0.0018183323073106897,1.03270623197903,0.4545454545454545,0.23905389472072786,0.14879958411803768
2.0,8.0,0.22865145019718985,0.8181818181818182,0.0024926375760779174,1.344224282406147,0.0909090909090909,0.030990050619531688,0.2559944889119972
2.0,9.0,0.2633671551294767,0.8636363636363636,0.0020106200457886397,1.0080584762574831,0.4545454545454545,0.10962175029815709,0.09529240566279885
2.5,0.0,0.18282386197097017,0.7272727272727273,0.0031803573462903883,1.1331582348126452,0.5454545454545454,0.07844950174082181,0.21739135524079115
2.5,1.0,0.3208974525537739,0.9090909090909091,0.0017748025081563942,1.1155411862835525,0.1818181818181818,0.09432736488693577,0.11413210054989502
2.5,2.0,0.24649855904577964,0.8636363636363636,0.0017497965892474625,1.0195558974530974,0.2727272727272727,0.05311516102231828,0.19712512005798907
2.5,3.0,0.23335795214079116,0.7727272727272727,0.0018269591266373683,0.9718635701311605,0.3636363636363636,0.047123569434038365,0.12976775607413
2.5,4.0,0.25375072424640355,0.8636363636363636,0.0020482173595725256,1.1381039763171552,0.4545454545454545,0.0047252370679012135,0.17140316157634394
2.5,5.0,0.2795504556840615,0.8636363636363636,0.002260212431828439,1.210666128189228,0.1818181818181818,0.07881899478928715,0.09469984470361113
2.5,6.0,0.24805331846286982,0.9090909090909091,0.003027947428848618,1.0960594519098765,0.3636363636363636,0.02184337503985524,0.13699458610191056
2.5,7.0,0.28076575423130135,0.7727272727272727,0.0015544626036568413,0.9426258573996914,0.4545454545454545,0.058971462416408604,0.16098702614199248
2.5,8.0,0.23343167591707484,0.8181818181818182,0.0020998007855128485,1.0624366316417766,0.4545454545454545,0.04191207830341952,0.11867802077173899
2.5,9.0,0.23331337703090196,0.9090909090909091,0.002261455293876899,0.975764096066982,0.4545454545454545,0.04589715159455454,0.1861731105032414
3.0,0.0,0.2758838826918077,0.9090909090909091,0.002572017721111364,0.9314145064230029,0.3636363636363636,0.035865764720579986,0.11615930834857266
3.0,1.0,0.2624783748884935,0.9090909090909091,0.002363248952456626,1.0411367520223296,0.2727272727272727,0.019133484007232936,0.12159722922654738
3.0,2.0,0.2628221242458508,0.8636363636363636,0.0012114009517194837,1.0993125216523754,0.5454545454545454,0.08605498879239526,0.09306695351976153
3.0,3.0,0.24982146773992397,0.8181818181818182,0.0017769696304004731,0.8863664099449303,0.2727272727272727,0.009243630945888717,0.1356301273843664
3.0,4.0,0.30114443267214897,0.9090909090909091,0.002424579428959768,1.1718289972040987,0.3636363636363636,0.029306357290287164,0.13344061693065992
3.0,5.0,0.20361422480626903,0.9090909090909091,0.005498998484154007,1.2542042970709841,0.4545454545454545,0.07940155434352661,0.22785645905724006
3.0,6.0,0.29382143159361684,0.8181818181818182,0.0024420749581407896,0.9155187166186918,0.1818181818181818,0.0693325608456422,0.2529637788719077
3.0,7.0,0.3434222130570632,0.8181818181818182,0.0017882387053812635,1.2512354378845862,0.3636363636363636,0.06445332247887817,0.12294059279017482
3.0,8.0,0.26861786437692486,0.9090909090909091,0.0037803321311130718,1.1738281506138053,0.4545454545454545,0.04964281399164506,0.21876999721309928
3.0,9.0,0.29517795697474003,0.8636363636363636,0.0014436777843115833,1.0455128197226244,0.2727272727272727,0.06351541034003433,0.12438454629446025
3.5,0.0,0.26791046950513053,0.9090909090909091,0.002785199554879764,0.894864263900468,0.3636363636363636,0.13414178873390603,0.295170968220603
3.5,1.0,0.26244789257058576,0.8636363636363636,0.0012729841463585514,0.9361630508679544,0.3636363636363636,0.04333603556699701,0.09585702626438615
3.5,2.0,0.22218497406727478,0.8181818181818182,0.003505614915551679,1.1160681810482824,0.3636363636363636,0.1560776961585137,0.30371757397667815
3.5,3.0,0.15270778578999925,0.8636363636363636,0.0012889084050048973,0.693953239113547,0.4545454545454545,0.16443575720013126,0.26860471754505927
3.5,4.0,0.3451205370826413,0.9090909090909091,0.0038436853402032205,1.043181472138772,0.2727272727272727,0.025933911257945187,0.11476003110721406
3.5,5.0,0.2665239668593036,0.8636363636363636,0.0016548088015232436,1.155405702346918,0.4545454545454545,0.10051499576915848,0.11736484528720324
3.5,6.0,0.21249078839301197,0.8636363636363636,0.003062842992242981,0.6871914091501823,0.4545454545454545,0.2268298527161917,0.2546549181924987
3.5,7.0,0.21817955184134513,0.7272727272727273,0.006300682728895243,1.0146460710569791,0.3636363636363636,0.11218600996309665,0.29226760845065625
3.5,8.0,0.19236402823880513,0.7727272727272727,0.005442132518228514,1.0430788497580727,0.4545454545454545,0.04636634798990177,0.208372702003791
3.5,9.0,0.23305787107831172,0.9090909090909091,0.0026937778110006747,1.075663035400291,0.2727272727272727,0.013435898588794008,0.12347461631437802
